2.264580428430419415e+05,-9.999999939225290291e-09,1.443640518188476562e+01,-9.999999939225290291e-09,2.248189163208007812e+01,-8.261319628388719138e-09,-9.999999939225290291e-09,2.208413505554199219e+01,2.226354598999023438e+01
2.264580468430419278e+05,9.999999939225290291e-09,1.594769763946533203e+01,9.999999939225290291e-09,1.757964515686035156e+01,1.176827968407678782e-08,9.999999939225290291e-09,1.996599960327148438e+01,2.459742546081542969e+01
2.264580508430419140e+05,-9.999999939225290291e-09,1.867558670043945312e+01,-9.999999939225290291e-09,1.337315559387207031e+01,-1.032896701502750147e-08,-9.999999939225290291e-09,1.612268638610839844e+01,1.696876335144042969e+01
2.264580548430419003e+05,9.999999939225290291e-09,1.765357780456542969e+01,9.999999939225290291e-09,1.509965991973876953e+01,7.555342129705877596e-09,9.999999939225290291e-09,1.663642883300781250e+01,6.018615722656250000e+00
2.264580588430418866e+05,-9.999999939225290291e-09,9.077533721923828125e+00,-9.999999939225290291e-09,5.789228439331054688e+00,-1.173868025006186144e-08,-9.999999939225290291e-09,2.088276863098144531e+01,4.967219829559326172e+00
2.264580628430418728e+05,9.999999939225290291e-09,4.077760696411132812e+00,9.999999939225290291e-09,8.436213493347167969e+00,8.231720194373792765e-09,9.999999939225290291e-09,2.325109291076660156e+01,-4.380014896392822266e+00
2.264580590507920133e+05,-9.999999939225290291e-09,1.765357780456542969e+01,-9.999999939225290291e-09,1.509965991973876953e+01,-1.173868025006186144e-08,-9.999999939225290291e-09,1.663642883300781250e+01,6.018615722656250000e+00
2.264580630507919996e+05,9.999999939225290291e-09,9.077533721923828125e+00,9.999999939225290291e-09,5.789228439331054688e+00,8.231720194373792765e-09,9.999999939225290291e-09,2.088276863098144531e+01,4.967219829559326172e+00
2.264580670507919858e+05,-9.999999939225290291e-09,4.077760696411132812e+00,-9.999999939225290291e-09,8.436213493347167969e+00,-9.671032863423079107e-09,-9.999999939225290291e-09,2.325109291076660156e+01,-4.380014896392822266e+00
2.264580710507919721e+05,9.999999939225290291e-09,-1.688005447387695312e+00,9.999999939225290291e-09,-3.382522463798522949e-01,1.244465774874470299e-08,9.999999939225290291e-09,2.134053421020507812e+01,-2.894330787658691406e+01
2.264580750507919583e+05,-9.999999939225290291e-09,-9.868415832519531250e+00,-9.999999939225290291e-09,-3.466283082962036133e+00,-8.261319628388719138e-09,-9.999999939225290291e-09,1.553701019287109375e+01,-5.107975006103515625e+01
2.264580790507919446e+05,9.999999939225290291e-09,5.253202915191650391e+00,9.999999939225290291e-09,4.159125983715057373e-01,1.176827968407678782e-08,9.999999939225290291e-09,1.044722175598144531e+01,-5.684748840332031250e+01
2.264580830507919309e+05,-9.999999939225290291e-09,1.434772968292236328e+01,-9.999999939225290291e-09,-5.470150947570800781e+00,-1.032896701502750147e-08,-9.999999939225290291e-09,4.803427219390869141e+00,-5.058237075805664062e+01
2.264580870507919171e+05,9.999999939225290291e-09,-8.075802803039550781e+00,9.999999939225290291e-09,5.579808712005615234e+00,7.555342129705877596e-09,9.999999939225290291e-09,1.253329277038574219e+00,-5.243106079101562500e+01
2.264580910507919034e+05,-9.999999939225290291e-09,-2.412612342834472656e+01,-9.999999939225290291e-09,4.758591651916503906e+00,-1.173868025006186144e-08,-9.999999939225290291e-09,2.642779588699340820e+00,-5.742451095581054688e+01
2.264580950507918897e+05,9.999999939225290291e-09,-2.580488586425781250e+01,9.999999939225290291e-09,6.186881542205810547e+00,8.231720194373792765e-09,9.999999939225290291e-09,4.713669419288635254e-01,-5.241401290893554688e+01
2.264581142362499959e+05,-9.999999939225290291e-09,-1.927038669586181641e+00,-9.999999939225290291e-09,-1.233672523498535156e+01,-1.173868025006186144e-08,-9.999999939225290291e-09,-1.779199028015136719e+01,-7.491199493408203125e+00
2.264581182362499821e+05,9.999999939225290291e-09,4.534656703472137451e-01,9.999999939225290291e-09,-1.093546676635742188e+01,8.231720194373792765e-09,9.999999939225290291e-09,-2.037410736083984375e+01,1.254868745803833008e+00
