-5.096541643142700195e-01,-3.251530408859252930e+00,5.316389799118041992e-01,5.276415824890136719e+00,4.548155307769775391e+00,2.106172180175781250e+01,1.636513900756835938e+01,1.999999987845058058e-08
-7.027863025665283203e+00,-4.519975662231445312e+00,2.499073028564453125e+00,4.140235424041748047e+00,-4.042110919952392578e+00,2.180428504943847656e+01,1.337347984313964844e+01,-1.999999987845058058e-08
-7.221502780914306641e+00,-1.555904030799865723e+00,1.889593720436096191e+00,-8.731419444084167480e-01,-1.280732727050781250e+01,2.179985427856445312e+01,9.708231925964355469e+00,1.999999987845058058e-08
-3.301019668579101562e+00,1.082081437110900879e+00,3.741584420204162598e-01,-6.687307834625244141e+00,-1.784675025939941406e+01,2.014557075500488281e+01,5.926727294921875000e+00,-1.999999987845058058e-08
-2.722457647323608398e+00,-1.150330066680908203e+00,3.774135559797286987e-02,-9.731585502624511719e+00,-1.869048881530761719e+01,1.518759346008300781e+01,6.001616716384887695e-01,1.999999987845058058e-08
-8.382540702819824219e+00,-7.061738014221191406e+00,1.124772652983665466e-01,-9.974077224731445312e+00,-1.946767425537109375e+01,6.675614833831787109e+00,-7.511990547180175781e+00,-1.999999987845058058e-08
-1.485288333892822266e+01,-1.273383331298828125e+01,-6.230683326721191406e-01,-8.887884140014648438e+00,-2.254383659362792969e+01,-2.097105264663696289e+00,-1.597401332855224609e+01,1.999999987845058058e-08
-8.182584762573242188e+00,-1.933171463012695312e+01,-4.304628372192382812e+00,-4.255500316619873047e+00,-2.715169715881347656e+01,-7.905382633209228516e+00,-2.330367851257324219e+01,-1.999999987845058058e-08
-6.568088531494140625e-01,-1.866305351257324219e+01,-7.291126728057861328e+00,-3.159439325332641602e+00,-2.533375358581542969e+01,-7.871896743774414062e+00,-2.367227172851562500e+01,1.999999987845058058e-08
4.559556841850280762e-01,-1.401051139831542969e+01,-1.085214996337890625e+01,-4.532750129699707031e+00,-2.029716873168945312e+01,-9.673245429992675781e+00,-2.265771484375000000e+01,-1.999999987845058058e-08
-6.360681533813476562e+00,-9.392619132995605469e+00,-1.318798065185546875e+01,-5.757525444030761719e+00,-1.316166210174560547e+01,-1.302939891815185547e+01,-2.106712532043457031e+01,1.999999987845058058e-08
-1.584806632995605469e+01,-8.376891136169433594e+00,-1.357366657257080078e+01,-4.663592815399169922e+00,-7.632205486297607422e+00,-1.700295639038085938e+01,-2.149610900878906250e+01,-1.999999987845058058e-08
-1.991725921630859375e+01,-7.753686904907226562e+00,-1.451585388183593750e+01,-4.067593097686767578e+00,-5.995605945587158203e+00,-2.101006126403808594e+01,-2.357298660278320312e+01,1.999999987845058058e-08
-1.385159206390380859e+01,-2.383628845214843750e+00,-1.860231971740722656e+01,-7.966128349304199219e+00,-5.157749652862548828e+00,-2.361596107482910156e+01,-2.196928977966308594e+01,-1.999999987845058058e-08
-1.424058198928833008e+00,6.214314937591552734e+00,-2.393263053894042969e+01,-1.498546600341796875e+01,-5.899542570114135742e-01,-2.299890899658203125e+01,-1.315253448486328125e+01,1.999999987845058058e-08
6.433743476867675781e+00,1.092647743225097656e+01,-2.436566162109375000e+01,-1.867682266235351562e+01,7.167419433593750000e+00,-1.903728675842285156e+01,-1.792983055114746094e+00,-1.999999987845058058e-08
1.345375895500183105e+00,7.127286434173583984e+00,-1.696363830566406250e+01,-1.476488018035888672e+01,1.274136543273925781e+01,-1.451925563812255859e+01,3.675732374191284180e+00,1.999999987845058058e-08
1.382758522033691406e+01,-2.633475780487060547e+00,-1.045060753822326660e+00,2.475869357585906982e-01,2.189730405807495117e+00,-1.084331226348876953e+01,-2.893500626087188721e-01,-1.999999987845058058e-08
2.409125900268554688e+01,6.817611217498779297e+00,2.428045511245727539e+00,2.208166837692260742e+00,5.755158901214599609e+00,-6.150311470031738281e+00,6.294327735900878906e+00,1.999999987845058058e-08
2.115869712829589844e+01,1.438502788543701172e+01,8.977784156799316406e+00,6.982228279113769531e+00,1.015547180175781250e+01,-7.223510146141052246e-01,1.246834850311279297e+01,-1.999999987845058058e-08
1.370542335510253906e+01,1.906611824035644531e+01,1.444523429870605469e+01,1.073951244354248047e+01,1.264874172210693359e+01,4.630769729614257812e+00,1.605677986145019531e+01,1.999999987845058058e-08
9.530544281005859375e+00,1.956229019165039062e+01,1.676369667053222656e+01,1.165337467193603516e+01,1.259875106811523438e+01,8.726920127868652344e+00,1.566539478302001953e+01,-1.999999987845058058e-08
9.452939987182617188e+00,1.633898353576660156e+01,1.643482398986816406e+01,1.036922550201416016e+01,1.107268619537353516e+01,1.021477031707763672e+01,1.260316085815429688e+01,1.999999987845058058e-08
1.032549953460693359e+01,1.201874732971191406e+01,1.455671977996826172e+01,7.999094486236572266e+00,8.834036827087402344e+00,8.767795562744140625e+00,8.892913818359375000e+00,-1.999999987845058058e-08
9.315043449401855469e+00,8.009400367736816406e+00,1.193390464782714844e+01,5.565222263336181641e+00,5.707373142242431641e+00,5.749564647674560547e+00,5.122194290161132812e+00,1.999999987845058058e-08
6.199560165405273438e+00,4.300621032714843750e+00,9.160344123840332031e+00,3.684478044509887695e+00,1.747240662574768066e+00,3.993801832199096680e+00,2.202633380889892578e+00,-1.999999987845058058e-08
3.291777133941650391e+00,8.521727919578552246e-01,7.439193248748779297e+00,2.771177768707275391e+00,-2.345172166824340820e+00,5.848779678344726562e+00,1.217676997184753418e+00,1.999999987845058058e-08
3.291777133941650391e+00,8.521727919578552246e-01,7.439193248748779297e+00,2.771177768707275391e+00,-2.345172405242919922e+00,5.848779678344726562e+00,1.217676997184753418e+00,-1.999999987845058058e-08
3.166459321975708008e+00,-2.561161279678344727e+00,9.005954742431640625e+00,3.426936626434326172e+00,-5.653810501098632812e+00,1.046379566192626953e+01,1.036977171897888184e+00,1.999999987845058058e-08
5.655537605285644531e+00,-5.070166587829589844e+00,1.330687236785888672e+01,4.665576934814453125e+00,-7.404462337493896484e+00,1.398636627197265625e+01,3.454737737774848938e-02,-1.999999987845058058e-08
6.983200550079345703e+00,-4.928728103637695312e+00,1.602110099792480469e+01,4.374314308166503906e+00,-6.862208366394042969e+00,1.419253158569335938e+01,-1.261432886123657227e+00,1.999999987845058058e-08
3.727401256561279297e+00,-3.453691244125366211e+00,1.452159118652343750e+01,2.893599987030029297e+00,-4.750678062438964844e+00,1.222330188751220703e+01,-2.545568704605102539e+00,-1.999999987845058058e-08
-3.031011343002319336e+00,-3.854948997497558594e+00,1.014220142364501953e+01,2.576930522918701172e+00,-3.730501651763916016e+00,9.260229110717773438e+00,-4.976420402526855469e+00,1.999999987845058058e-08
-9.610857009887695312e+00,-5.194393634796142578e+00,5.281658172607421875e+00,3.698375940322875977e+00,-4.660838603973388672e+00,5.785457611083984375e+00,-7.385106086730957031e+00,-1.999999987845058058e-08
-1.260747623443603516e+01,-3.617830276489257812e+00,7.660754323005676270e-01,3.821646451950073242e+00,-4.754311561584472656e+00,3.501494407653808594e+00,-5.619586944580078125e+00,1.999999987845058058e-08
-9.828010559082031250e+00,1.218479275703430176e+00,-2.752282857894897461e+00,2.112941265106201172e+00,-1.311526656150817871e+00,4.380138874053955078e+00,1.809773683547973633e+00,-1.999999987845058058e-08
-3.536404371261596680e+00,5.561037063598632812e+00,-3.237255573272705078e+00,1.175540685653686523e+00,4.002381324768066406e+00,7.355192661285400391e+00,9.687798500061035156e+00,1.999999987845058058e-08
-9.828010559082031250e+00,1.218479275703430176e+00,-2.752282857894897461e+00,2.112941265106201172e+00,-1.311526656150817871e+00,4.380138874053955078e+00,1.809773683547973633e+00,-1.999999987845058058e-08
-3.536404371261596680e+00,5.561037063598632812e+00,-3.237255573272705078e+00,1.175540685653686523e+00,4.002381324768066406e+00,7.355192661285400391e+00,9.687798500061035156e+00,1.999999987845058058e-08
3.236757218837738037e-01,6.116878032684326172e+00,-2.839521318674087524e-02,3.025167703628540039e+00,6.593328475952148438e+00,8.743110656738281250e+00,1.055394744873046875e+01,-1.999999987845058058e-08
4.493431746959686279e-01,3.461147785186767578e+00,3.959212303161621094e+00,5.939334869384765625e+00,4.973296165466308594e+00,6.637343883514404297e+00,3.698003530502319336e+00,1.999999987845058058e-08
2.022417545318603516e+00,1.375037789344787598e+00,4.182856559753417969e+00,6.491415977478027344e+00,2.747752428054809570e+00,2.559633255004882812e+00,-3.158449649810791016e+00,-1.999999987845058058e-08
